moviename,openingdate,sales,attendance,screen,playcount,country,distributor,director,genre,actor,filmrank
몬스터 호텔 2,2015.12.24,7029012585.0,"962,770",686,"12,388",미국,유니버설픽쳐스인터내셔널 코리아(유),젠디 타타코브스키,애니메이션,"아담 샌들러(드락 목소리), 셀레나 고메즈(마비스 목소리), 케빈 제임스(프랑켄슈타인 목소리)",[국내] 전체 관람가 [해외] PG
방가? 방가!,2010.9.30,7013842000.0,"972,431",312,"41,556",한국,(주)시너지하우스 (시너지),육상효,코미디,"김인권(방가), 김정태(용철), 신현빈(장미)",[국내] 12세 관람가
동창생,2013.11.6,7010197126.0,"1,048,280",660,"36,401",한국,(주)쇼박스,이민,멜로/로맨스,[국내] 청소년 관람불가,
인랑,2018.7.25,7006622673.0,"898,945","1,085","25,427",한국,워너브러더스 코리아(주),아야베 마야,스릴러,"타카츠키 사라, 토미테 아미, 마사키 레이야",[국내] 15세 관람가
살인의뢰,2015.3.12,6986456737.0,"855,980",646,"35,244",한국,씨네그루(주)다우기술,손용호,범죄,"김상경(태수), 김성균(승현), 박성웅(강천)",[국내] 청소년 관람불가
시동,2019.12.18,6876716560.0,"792,493",825,"34,835",한국,(주)넥스트엔터테인먼트월드(NEW),최정열,드라마,"마동석(거석이형), 박정민(고택일), 정해인(우상필)",[국내] 15세 관람가
뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,6826641500.0,"931,342",459,"19,941",한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠",박영균,애니메이션,"이선(뽀로로), 이미자(크롱), 김환진(포비)",[국내] 전체 관람가
돈 크라이 마미,2012.11.22,6798882099.0,"972,962",444,"29,539",한국,(주)에스비에스콘텐츠허브,김용한,스릴러,"유선(유림), 남보라(은아), 유오성",[국내] 15세 관람가
평행이론,2010.2.18,6793066000.0,"921,111",265,"32,341",한국,CJ ENM,권호영,스릴러,"지진희(부장판사, 김석현)",[국내] 15세 관람가
하트 오브 더 씨,2015.12.3,6777420023.0,"809,399",535,"29,219",미국,워너브러더스 코리아(주),론 하워드,액션,"크리스 헴스워스(오웬 체이스), 킬리언 머피(매튜 조이), 벤 위쇼(허먼 멜빌)",[국내] 12세 관람가 [해외] PG-13
에픽 : 숲속의 전설,2013.8.7,6748072000.0,"978,785",471,"18,377",미국,이십세기폭스코리아(주),크리스 웨지,애니메이션,"아만다 사이프리드(MK 목소리), 조쉬 허처슨(노드 목소리), 콜린 파렐(로닌 목소리)",[국내] 전체 관람가 [해외] PG
점쟁이들,2012.10.3,6731202500.0,"953,682",479,"31,577",한국,(주)넥스트엔터테인먼트월드(NEW),신정원,코미디,"김수로(박선생), 강예원(찬영), 이제훈(석현)",[국내] 15세 관람가
투어리스트,2010.12.9,6728872000.0,"901,843",418,"26,842",미국,한국소니픽쳐스릴리징브에나비스타영화㈜,플로리안 헨켈 폰 도너스마르크,액션,"안젤리나 졸리(엘리즈 클리프턴-워드), 조니 뎁(프랭크 투펠로)",[국내] 15세 관람가 [해외] PG-13
베이비 드라이버,2017.9.14,6699906214.0,"822,769",778,"40,531",영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,에드가 라이트,액션,"안셀 엘고트(베이비), 케빈 스페이시(박사), 릴리 제임스(데보라)",[국내] 15세 관람가 [해외] R
전국노래자랑,2013.5.1,6687636000.0,"978,413",581,"41,649",한국,롯데쇼핑㈜롯데엔터테인먼트,이종필,코미디,"김인권(봉남), 류현경(미애), 김수미(주하나)",[국내] 12세 관람가
브리짓 존스의 베이비,2016.9.28,6678585874.0,"820,995",509,"30,736",미국,유니버설픽쳐스인터내셔널 코리아(유),샤론 맥과이어,코미디,"르네 젤위거(브리짓 존스), 콜린 퍼스(마크 다시), 패트릭 뎀시(잭 퀀트)",[국내] 15세 관람가 [해외] R
디스 민즈 워,2012.2.29,6661435000.0,"873,396",351,"32,790",미국,이십세기폭스코리아(주),맥지,액션,"리즈 위더스푼(로렌), 크리스 파인(프랭클린(FDR)), 톰 하디(터크)",[국내] 15세 관람가 [해외] PG-13
틴틴 : 유니콘호의 비밀,2011.12.7,6646528500.0,"803,256",644,"31,075","미국,뉴질랜드,벨기에",롯데쇼핑㈜롯데엔터테인먼트,스티븐 스필버그,모험,"다니엘 크레이그(이바노비치 사카린 / 레드 래컴), 제이미 벨(틴틴), 앤디 서키스(캡틴 하드독 / 서 프란시스 하드독)",[국내] 전체 관람가 [해외] PG
오리엔트 특급 살인,2017.11.29,6636205163.0,"863,567",707,"35,031",미국,이십세기폭스코리아(주),케네스 브래너,드라마,"케네스 브래너(에르큘 포와로), 페넬로페 크루즈(필라 에스트라바도스), 윌렘 대포(게르하르트 하드만)",[국내] 12세 관람가 [해외] PG-13
슈퍼배드 2,2013.9.12,6605655500.0,"962,862",424,"17,373",미국,유니버설픽쳐스인터내셔널 코리아(유),피에르 꼬팽,애니메이션,"스티브 카렐(그루 목소리), 미란다 코스그로브(마고 목소리)",[국내] 전체 관람가 [해외] PG
극장판 헬로카봇 : 백악기 시대,2018.8.1,6589532500.0,"879,449",758,"16,173",한국,(주)넥스트엔터테인먼트월드(NEW),최신규,애니메이션,"이지현(차탄 목소리), 김용준(아빠 / 스톰 목소리), 양정화(장군 / 엄마 / M라인 목소리)",[국내] 전체 관람가
좋아해줘,2016.2.17,6572774337.0,"848,148",637,"27,125",한국,(주)씨제이이엔엠,박현진,멜로/로맨스,"이미연(조경아), 최지우(함주란), 김주혁(정성찬)",[국내] 12세 관람가
크루즈 패밀리,2013.5.16,6540951500.0,"941,824",525,"21,734",미국,(주)씨제이이엔엠,조엘 크로포드,애니메이션,"엠마 스톤(이프 목소리), 라이언 레이놀즈(가이 목소리), 켈리 마리 트란(던 목소리)",[국내] 전체 관람가
레슬러,2018.5.9,6481379657.0,"771,141",957,"43,079",한국,롯데쇼핑㈜롯데엔터테인먼트,김대웅,드라마,"유해진(귀보), 김민재(성웅), 이성경(가영)",[국내] 15세 관람가
레지던트 이블: 파멸의 날,2017.1.25,6422202365.0,"765,259",599,"24,450","미국,독일,호주,캐나다,프랑스",유니버설픽쳐스인터내셔널 코리아(유),폴 앤더슨,액션,"밀라 요보비치(앨리스), 알리 라터(클레어 레드필드), 이아인 글렌(알렉산더 박사)",[국내] 청소년 관람불가 [해외] R
체포왕,2011.5.4,6413325500.0,"870,887",407,"32,545",한국,롯데쇼핑㈜롯데엔터테인먼트,임찬익,코미디,"박중훈(황재성), 이선균(정의찬)",[국내] 15세 관람가
헝거게임: 모킹제이,2014.11.20,6400058044.0,"854,377",630,"28,796",미국,롯데쇼핑㈜롯데엔터테인먼트,프란시스 로렌스,판타지,"제니퍼 로렌스(캣니스 에버딘 ), 조쉬 허처슨(피타 멜라크 ), 리암 헴스워스(게일 호손 )",[국내] 15세 관람가
인시디어스 3,2015.7.9,6396650620.0,"825,517",416,"20,824",미국,유니버설픽쳐스인터내셔널 코리아(유),리 워넬,공포,"스테파니 스콧(퀸 브레너), 더모트 멀로니(션 브레너), 린 샤예(앨리스 레이니어)",[국내] 15세 관람가 [해외] PG-13
손님,2015.7.9,6385937880.0,"828,025",634,"23,404",한국,(주)씨제이이엔엠,김광태,판타지,"류승룡(우룡), 이성민(촌장), 천우희(미숙)",[국내] 15세 관람가
스카이 라인,2010.11.24,6320601500.0,"860,340",427,"31,690",미국,(주)화앤담이엔티,콜린 스트로즈,SF,"에릭 벌포(제러드), 스카티 톰슨(일레인)",[국내] 12세 관람가 [해외] PG-13
만추,2011.2.17,6313817000.0,"845,845",444,"25,590","한국,미국,홍콩",CJ ENM,김태용,드라마,"현빈(훈), 탕웨이(애나)",[국내] 15세 관람가
상류사회,2018.8.29,6313416163.0,"768,442",867,"41,725",한국,롯데컬처웍스(주)롯데엔터테인먼트,변혁,드라마,"박해일(장태준), 수애(오수연)",[국내] 청소년 관람불가
공각기동대 : 고스트 인 더 쉘,2017.3.29,6285970884.0,"764,072",807,"36,261",미국,롯데쇼핑㈜롯데엔터테인먼트,루퍼트 샌더스,SF,스칼릿 조핸슨(메이저),[국내] 15세 관람가 [해외] PG-13
대립군,2017.5.31,6276963402.0,"837,500",809,"29,084",한국,이십세기폭스코리아(주),정윤철,드라마,"이정재(토우), 여진구(광해), 김무열(곡수)",[국내] 15세 관람가
보헤미안 랩소디,2018.10.31,6270535440.0,"723,804",732,"27,689",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",브라이언 싱어,드라마,"라미 말렉(프레디 머큐리), 루시 보인턴(메리 오스틴), 귈림 리(브라이언 메이)",[국내] 12세 관람가
기술자들,2014.12.24,6241817635.0,"786,257",481,"18,808",한국,롯데쇼핑㈜롯데엔터테인먼트,김홍선,범죄,"김우빈(지혁), 김영철(조사장), 고창석(구인)",[국내] 15세 관람가
월터의 상상은 현실이 된다,2013.12.31,6134220799.0,"834,348",373,"22,938",미국,"글뫼 주식회사,이십세기폭스코리아(주)",벤 스틸러,모험,"벤 스틸러(월터 미티), 크리스틴 위그(셰릴 멜호프), 숀 펜(숀 오코넬)",[국내] 12세 관람가
새미의 어드벤쳐,2010.12.15,6108607500.0,"647,860",309,"14,302",벨기에,CJ ENM,벤 스타센,애니메이션,"빌리 웅거(새미), 팻 캐롤, 카를로스 맥쿨러스 2세(레이)",[국내] 전체 관람가
물괴,2018.9.12,6106452954.0,"723,622","1,183","46,022",한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티",허종호,액션,"김명민(윤겸), 김인권(성한 / 물괴 목소리), 혜리(명)",[국내] 15세 관람가
레드슈즈,2019.7.25,6103833190.0,"817,729",717,"20,376",한국,(주)넥스트엔터테인먼트월드(NEW),홍성호,애니메이션,"클로이 모레츠(스노우 화이트 목소리), 샘 클라플린(멀린 목소리), 지나 거손(레지나 목소리)",[국내] 전체 관람가
스플릿,2016.11.9,6102712539.0,"758,195",702,"32,616",한국,오퍼스픽쳐스(유),최국희,드라마,"유지태(철종), 이정현(희진), 이다윗(영훈)",[국내] 15세 관람가
열한시,2013.11.28,6097792000.0,"870,785",512,"32,536",한국,(주)씨제이이엔엠,김현석,스릴러,"정재영(우석), 최다니엘(지완), 김옥빈(영은)",[국내] 15세 관람가
퍼스트맨,2018.10.18,6094765639.0,"665,364","1,190","40,580",미국,유니버설픽쳐스인터내셔널 코리아(유),데이미언 셔젤,SF,"라이언 고슬링(닐 암스트롱), 클레어 포이(자넷 암스트롱)",[국내] 12세 관람가
캣츠,2019.12.24,6093167690.0,"728,328","1,143","22,732","미국,영국",유니버설픽쳐스인터내셔널 코리아(유),게리 왕,애니메이션,"유민상(블랭키 목소리), 오나미(케이프 목소리), 박지현(맥 목소리)",[국내] 전체 관람가
몬스터 호텔,2013.1.17,6080221500.0,"884,885",489,"16,647",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),젠디 타타코브스키,애니메이션,"아담 샌들러(드락 목소리), 셀레나 고메즈(마비스 목소리)",[국내] 전체 관람가
헝거게임: 더 파이널,2015.11.18,6069167163.0,"806,520",661,"26,973",미국,롯데쇼핑㈜롯데엔터테인먼트,프란시스 로렌스,액션,"제니퍼 로렌스(캣니스 에버딘), 조쉬 허처슨(피타 멜라크), 리암 헴스워스(게일 호손)",[국내] 15세 관람가
미쓰백,2018.10.11,6040344066.0,"722,182",671,"41,961",한국,(주)리틀빅픽쳐스,이지원,드라마,"한지민(백상아), 김시아(김지은), 이희준(장섭)",[국내] 15세 관람가
그랜드 부다페스트 호텔,2014.3.20,6019756082.0,"774,699",241,"26,377","미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)",웨스 앤더슨,미스터리,"랄프 파인즈(M. 구스타브), 틸다 스윈튼(마담 D.), 토니 레볼로리(제로)",[국내] 15세 관람가
개구쟁이 스머프 2,2013.8.1,5993979500.0,"921,788",478,"15,485",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),라자 고스넬,애니메이션,"크리스티나 리치(벡시 목소리), 닐 패트릭 해리스(패트릭 윈슬로우), 알란 커밍(거치 목소리)",[국내] 전체 관람가
고질라,2014.5.15,5972847963.0,"709,734",610,"25,335",미국,워너브러더스 코리아(주),애덤 윈가드,액션,"알렉산더 스카스가드(네이선 린드), 밀리 바비 브라운(매디슨 러셀)",[국내] 12세 관람가 [해외] PG-13
남쪽으로 튀어,2013.2.6,5970851500.0,"832,894",428,"23,088",한국,롯데쇼핑㈜롯데엔터테인먼트,임순례,드라마,"김윤석(최해갑), 오연수(안봉희), 한예리(최민주)",[국내] 15세 관람가
킹스 스피치,2011.3.17,5963126500.0,"806,248",327,"33,979","영국,호주",(주)화앤담이엔티,톰 후퍼,드라마,"콜린 퍼스(조지 6세), 제프리 러쉬(라이오넬 로그), 헬레나 본햄 카터(퀸 엘리자베스)",[국내] 12세 관람가 [해외] PG-13
미확인 동영상 : 절대클릭금지,2012.5.30,5939840500.0,"867,386",361,"25,059",한국,(주)쇼박스,김태경,공포,"박보영(세희), 주원(준혁), 강별(정미)",[국내] 15세 관람가
카트,2014.11.13,5912676633.0,"812,490",544,"28,547",한국,(주)리틀빅픽쳐스,부지영,드라마,"염정아(선희), 문정희(혜미), 김영애(순례여사)",[국내] 12세 관람가
런던 해즈 폴른,2016.3.10,5908367979.0,"731,584",526,"37,569","미국,영국",메가박스중앙(주)플러스엠,바박 나자피,액션,"제라드 버틀러(마이크 배닝), 아론 에크하트(벤자민 아서), 모건 프리먼(스피커 트럼불)",[국내] 15세 관람가
뽀로로 극장판 보물섬 대모험,2019.4.25,5886383900.0,"766,843",797,"20,075",한국,(주)넥스트엔터테인먼트월드(NEW),김현호,애니메이션,"이선(뽀로로 목소리), 이미자(크롱 목소리), 김현지(에디 목소리)",[국내] 전체 관람가
몬스터 대학교,2013.9.12,5879223500.0,"870,605",385,"15,172",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),댄 스캔론,애니메이션,"빌리 크리스탈(마이크 목소리), 존 굿맨(설리 목소리), 스티브 부세미(랜달 보그스 목소리)",[국내] 전체 관람가 [해외] G
관능의 법칙,2014.2.13,5858771500.0,"781,516",591,"30,630",한국,롯데쇼핑㈜롯데엔터테인먼트,권칠인,드라마,"엄정화(정신혜), 문소리(조미연), 조민수(이해영)",[국내] 청소년 관람불가
뽀로로 극장판 공룡섬 대모험,2017.12.7,5848888600.0,"773,743",803,"18,226",한국,(주)넥스트엔터테인먼트월드(NEW),김현호,애니메이션,"이선(뽀로로 목소리), 이미자(크롱 목소리), 함수정(에디 목소리)",[국내] 전체 관람가
"안녕, 헤이즐",2014.8.13,5833905000.0,"749,146",326,"17,946",미국,이십세기폭스코리아(주),조쉬 분,드라마,"쉐일린 우들리(헤이즐 그레이스 랭커스터), 안셀 엘고트(어거스터스 워터스), 냇 울프(이삭)",[국내] 12세 관람가
고死 두 번째 이야기: 교생실습,2010.7.28,5802318000.0,"857,038",313,"23,307",한국,(주)넥스트엔터테인먼트월드(NEW),유선동,공포,"김수로(차 선생), 황정음(은수), 윤시윤(관우)",[국내] 15세 관람가
A-특공대,2010.6.10,5795794000.0,"777,985",323,"26,460",미국,이십세기폭스코리아(주),조 카나한,액션,"리암 니슨(한니발), 브래들리 쿠퍼(멋쟁이), 제시카 비엘(Capt. 차리사 소사)",[국내] 15세 관람가 [해외] PG-13
잭 리처,2013.1.17,5758577000.0,"784,031",431,"19,868",미국,(주)씨제이이엔엠,에드워드 즈윅,액션,"톰 크루즈(잭 리처), 코비 스멀더스(수잔 터너)",[국내] 15세 관람가
샤잠!,2019.4.3,5743398797.0,"657,294","1,148","45,003",미국,워너브러더스 코리아(주),데이비드 F. 샌드버그,액션,"제커리 레비(샤잠), 애셔 앤젤(빌리 뱃슨)",[국내] 12세 관람가
푸른소금,2011.8.31,5739824500.0,"771,699",476,"28,346","한국,필리핀",(주)씨제이이엔엠,이현승,드라마,"송강호(두헌), 신세경(세빈)",[국내] 15세 관람가
삼총사 3D,2011.10.12,5731619500.0,"660,172",510,"29,377","독일,영국,프랑스",롯데쇼핑㈜롯데엔터테인먼트,폴 앤더슨,판타지,"올랜도 블룸(버킹엄 공작), 밀라 요보비치(밀라디 드 윈터), 로건 레먼(달타냥)",[국내] 12세 관람가 [해외] PG-13
명탐정 피카츄,2019.5.9,5730788546.0,"686,809",817,"25,776",미국,워너브러더스 코리아(주),롭 레터맨,액션,"라이언 레이놀즈(명탐정 피카츄), 저스티스 스미스(팀 굿맨)",[국내] 전체 관람가
리오 2,2014.5.1,5669231900.0,"765,961",598,"14,929",미국,이십세기폭스코리아(주),카를로스 살다나,애니메이션,"제시 아이젠버그(블루 목소리), 앤 해서웨이(쥬엘 목소리), 저메인 클레멘트(나이젤 목소리)",[국내] 전체 관람가
피라냐,2010.8.26,5661671000.0,"505,836",310,"22,744",미국,에스케이텔레콤(주),짐 위노스키,공포,"마이클 매드슨, 레이첼 헌터, 립 힐리스",[국내] 15세 관람가
인페르노,2016.10.19,5656281303.0,"689,071",754,"31,809","미국,일본,터키,헝가리",유니버설픽쳐스인터내셔널 코리아(유),론 하워드,미스터리,"톰 행크스(로버트 랭던), 펠리시티 존스(시에나 브룩스), 벤 포스터(베르트랑 조브리스트)",[국내] 15세 관람가
화이트: 저주의 멜로디,2011.6.9,5587166000.0,"790,954",311,"28,059",한국,(주)씨제이이엔엠,김곡,공포,"함은정(은주), 황우슬혜(순예), 메이다니(신지)",[국내] 15세 관람가
토르: 마법망치의 전설,2012.2.9,5550797500.0,"768,426",383,"18,742",아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티",오스카 요나손,애니메이션,[국내] 전체 관람가,
신데렐라,2015.3.19,5500502900.0,"716,491",531,"27,508",미국,월트디즈니컴퍼니코리아(주),앨리스 블레하트,애니메이션,[국내] 전체 관람가,
국가대표 2,2016.8.10,5482232042.0,"709,929",562,"20,689",한국,메가박스중앙(주)플러스엠,김종현,드라마,"수애(리지원), 오달수(강대웅), 오연서(박채경)",[국내] 12세 관람가
트랜센던스,2014.5.14,5478536500.0,"696,436",417,"23,243",미국,롯데쇼핑㈜롯데엔터테인먼트,월리 피스터,액션,"조니 뎁(윌 캐스터), 레베카 홀(에블린), 모건 프리먼(요셉 태거)",[국내] 12세 관람가 [해외] PG-13
패신저스,2017.1.4,5467466918.0,"668,576",608,"21,517",미국,유니버설픽쳐스인터내셔널 코리아(유),모튼 틸덤,모험,"제니퍼 로렌스(오로라 레인), 크리스 프랫(짐 프레스턴), 마이클 쉰(아서)",[국내] 12세 관람가 [해외] PG-13
지푸라기라도 잡고 싶은 짐승들,2020.2.19,5457014750.0,"628,977",996,"65,645",한국,메가박스중앙(주)플러스엠,김용훈,범죄,"전도연(연희), 정우성(태영), 배성우(중만)",[국내] 청소년 관람불가
나는 왕이로소이다,2012.8.8,5455343404.0,"790,181",471,"21,898",한국,롯데쇼핑㈜롯데엔터테인먼트,장규성,드라마,"주지훈(충녕 / 덕칠), 백윤식(황희), 변희봉(신익)",[국내] 12세 관람가
반창꼬,2012.12.19,5451422068.0,"745,262",381,"20,840",한국,(주)넥스트엔터테인먼트월드(NEW),정기훈,드라마,"고수(강일), 한효주(미수)",[국내] 15세 관람가
하늘에서 음식이 내린다면,2010.2.11,5413862500.0,"654,510",282,"16,556",미국,한국소니픽쳐스릴리징브에나비스타영화㈜,코디 캐머런,애니메이션,"빌 헤이더(플린트 록우드 목소리), 안나 페리스(샘 스파스 목소리), 닐 패트릭 해리스(스티브 목소리)",[국내] 전체 관람가
하늘에서 음식이 내린다면 2,2013.11.21,5411562500.0,"797,850",545,"16,340",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),코디 캐머런,애니메이션,"빌 헤이더(플린트 록우드 목소리), 안나 페리스(샘 스파스 목소리), 닐 패트릭 해리스(스티브 목소리)",[국내] 전체 관람가
풍산개,2011.6.23,5395201500.0,"714,136",286,"19,194",한국,(주)넥스트엔터테인먼트월드(NEW),전재홍,드라마,"윤계상(풍산), 김규리(인옥)",[국내] 청소년 관람불가
픽셀,2015.7.16,5390909947.0,"681,945",557,"21,307",미국,유니버설픽쳐스인터내셔널 코리아(유),크리스 콜럼버스,SF,"아담 샌들러(샘 브레너), 케빈 제임스(윌 쿠퍼), 미셸 모나한(바이올렛 반 패튼)",[국내] 12세 관람가
주유소 습격사건 2,2010.1.21,5379208500.0,"729,834",315,"27,844",한국,(주)시네마서비스,김상진,코미디,"지현우(원펀치), 조한선(하이킥), 문원주(들배지기)",[국내] 15세 관람가
더 파이브,2013.11.14,5343797000.0,"731,212",501,"27,308",한국,(주)씨제이이엔엠,정연식,스릴러,"김선아(은아), 온주완(재욱), 마동석(대호)",[국내] 청소년 관람불가
스파이더맨: 뉴 유니버스,2018.12.12,5305289076.0,"639,934",722,"22,113",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,밥 퍼시케티,애니메이션,"샤메익 무어(마일스 모랄레스/스파이더맨 목소리), 헤일리 스테인펠드(스파이더 그웬 목소리), 니콜라스 케이지(스파이더맨 누아르 목소리)",[국내] 12세 관람가
상의원,2014.12.24,5293724564.0,"676,632",466,"13,809",한국,"(주)쇼박스,(주)와우픽쳐스",이원석,드라마,"한석규(돌석), 고수(공진), 박신혜(왕비)",[국내] 15세 관람가
통증,2011.9.7,5246996000.0,"700,272",317,"29,211",한국,롯데쇼핑㈜롯데엔터테인먼트,곽경택,드라마,"권상우(남순), 정려원(동현), 마동석(범노)",[국내] 15세 관람가
널 기다리며,2016.3.10,5234303336.0,"635,235",551,"33,774",한국,(주)넥스트엔터테인먼트월드(NEW),모홍진,스릴러,"심은경(희주), 윤제문(대영), 김성오(기범)",[국내] 청소년 관람불가
설리: 허드슨강의 기적,2016.9.28,5234170754.0,"627,102",573,"26,609",미국,워너브러더스 코리아(주),클린트 이스트우드,드라마,"톰 행크스(체슬리 설리 설렌버거 ), 로라 리니(로리 설렌버거), 아론 에크하트(제프 스카일스)",[국내] 12세 관람가 [해외] PG-13
광대들: 풍문조작단,2019.8.21,5228976088.0,"637,461",806,"29,048",한국,워너브러더스 코리아(주),김주호,드라마,"조진웅(덕호), 손현주(한명회), 박희순(세조)",[국내] 12세 관람가
퍼펙트 게임,2011.12.21,5224000500.0,"695,312",396,"21,284",한국,롯데쇼핑㈜롯데엔터테인먼트,박희곤,드라마,"조승우(최동원), 양동근(선동열), 최정원(김서형)",[국내] 12세 관람가
앵그리버드 더 무비,2016.5.19,5218111744.0,"680,606",661,"15,812","미국,핀란드",유니버설픽쳐스인터내셔널 코리아(유),클레이 케이티스,애니메이션,"신동엽(척 한국어 목소리), 신용우(레드 한국어 목소리), 정영웅(밤 한국어 목소리)",[국내] 전체 관람가
컨택트,2017.2.2,5214551521.0,"634,150",605,"22,770",미국,유니버설픽쳐스인터내셔널 코리아(유),드니 빌뇌브,드라마,"에이미 아담스(루이스), 제레미 레너(이안), 포레스트 휘태커(웨버 대령)",[국내] 12세 관람가 [해외] PG-13
그날의 분위기,2016.1.14,5149571612.0,"653,287",592,"27,186",한국,(주)쇼박스,조규장,멜로/로맨스,"문채원(배수정), 유연석(김재현)",[국내] 15세 관람가
로그 원: 스타워즈 스토리,2016.12.28,5127537094.0,"596,487",907,"15,441",미국,월트디즈니컴퍼니코리아 유한책임회사,가렛 에드워즈,액션,"펠리시티 존스(진 어소), 디에고 루나(카시안 안도르), 매즈 미켈슨(겔렌 어소)",[국내] 12세 관람가 [해외] PG-13
나를 찾아줘,2019.11.27,5117014620.0,"645,082",875,"29,475",한국,워너브러더스 코리아(주),김승우,스릴러,"이영애(정연), 유재명(홍경장), 박해준(명국)",[국내] 15세 관람가
그것: 두 번째 이야기,2019.9.4,5112010367.0,"591,346",999,"25,622",미국,워너브러더스 코리아(주),안드레스 무시에티,스릴러,"빌 스카스가드(페니와이즈), 제임스 맥어보이(빌), 제시카 차스테인(베벌리)",[국내] 15세 관람가
미스터 주: 사라진 VIP,2020.1.22,5071671660.0,"603,203",692,"28,187",한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",김태윤,코미디,"이성민(주태주/모기1 목소리), 김서형(민국장/모기2 목소리), 배정남(만식)",[국내] 12세 관람가
아빠는 딸,2017.4.12,5054757395.0,"647,305",586,"33,263",한국,메가박스중앙(주)플러스엠,김형협,코미디,"윤제문(원상태), 정소민(원도연)",[국내] 12세 관람가
내 깡패 같은 애인,2010.5.20,5028520000.0,"688,639",265,"25,806",한국,롯데쇼핑㈜롯데엔터테인먼트,김광식,코미디,"박중훈(동철), 정유미(세진)",[국내] 15세 관람가
리오,2011.7.27,5021719500.0,"645,151",333,"13,781",미국,이십세기폭스코리아(주),카를로스 살다나,애니메이션,"제시 아이젠버그(블루 목소리), 앤 해서웨이(쥬엘 목소리), 저메인 클레멘트(나이젤 목소리)",[국내] 전체 관람가
인비저블맨,2020.2.26,5015895060.0,"575,043",776,"63,076",미국,유니버설픽쳐스인터내셔널 코리아(유),리 워넬,공포,엘리자베스 모스(세실리아),[국내] 15세 관람가
트롤,2017.2.16,5011161500.0,"675,966",622,"18,387",미국,(주)씨제이이엔엠,케빈 먼로,애니메이션,"이승행(그리머 /하프스톤 목소리), 손선영(트림 목소리), 원에스더(프레야 목소리)",[국내] 전체 관람가
이스케이프 룸,2019.3.14,5007420664.0,"563,114",850,"29,219",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애덤 로비텔,액션,"테일러 러셀(조이 데이비스), 로건 밀러(벤 밀러)",[국내] 15세 관람가
신비아파트: 금빛 도깨비와 비밀의 동굴,2018.7.25,5001247250.0,"678,091",762,"16,175",한국,(주)씨제이이엔엠,김병갑,애니메이션,"조현정(신비 목소리), 김영은(하리 목소리), 김채하(두리 목소리)",[국내] 전체 관람가
아이 엠 넘버 포,2011.2.24,4955215500.0,"654,386",284,"22,145",미국,한국소니픽쳐스릴리징브에나비스타영화㈜,D.J. 카루소,액션,"알렉스 페티퍼(존), 티모시 올리펀트(헨리), 테레사 팔머(넘버 6)",[국내] 12세 관람가 [해외] PG-13
우는 남자,2014.6.4,4924852800.0,"603,495",508,"22,322",한국,(주)씨제이이엔엠,이정범,액션,"장동건(곤), 김민희(모경)",[국내] 청소년 관람불가
사냥,2016.6.29,4912658515.0,"645,922",696,"28,862",한국,롯데쇼핑㈜롯데엔터테인먼트,아론 미르테스,공포,"레이시 하트젤(킴벌리), 테일러 노박(리바이), 앨리슨 슈럼(브룩)",[국내] 청소년 관람불가
나쁜 녀석들: 포에버,2020.1.15,4880576760.0,"547,775",896,"29,888",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,아딜 엘 아르비,액션,"윌 스미스(마이크 로리 형사), 마틴 로렌스(마커스 버넷 형사)",[국내] 청소년 관람불가
생텀,2011.2.10,4828519000.0,"465,039",323,"16,998","미국,호주",(주)시너지하우스 (시너지),앨리스터 그리어슨,액션,"이안 그루퍼드(칼 헐리), 리차드 록스버그(프랭크 맥기어), 라이스 웨이크필드(조쉬 맥기어)",[국내] 15세 관람가 [해외] R
침입자,2020.6.4,4810611000.0,"532,045","1,365","53,636",한국,(주)에이스메이커무비웍스,손원평,미스터리,"송지효(유진), 김무열(서진)",[국내] 15세 관람가
고양이: 죽음을 보는 두 개의 눈,2011.7.7,4780502000.0,"672,314",304,"18,972",한국,(주)넥스트엔터테인먼트월드(NEW),변승욱,공포,"박민영(소연), 김동욱(준석), 김예론(희진)",[국내] 15세 관람가
아더 크리스마스,2011.11.25,4771040500.0,"620,995",356,"14,606",미국,한국소니픽쳐스릴리징브에나비스타영화㈜,사라 스미스,애니메이션,"빌 나이(산타할아버지 목소리), 제임스 맥어보이(아더 목소리), 휴 로리(스티브 목소리)",[국내] 전체 관람가 [해외] PG
