moviename,openingdate,attendance,screen,playcount,director,actor,openingmonth,country_abroad,country_domestic,distributor_etc_distributor,distributor_major_abroad,distributor_major_domestic,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_drama,genre_etc,genre_fantasy,genre_fear,genre_mystery,genre_romance,genre_sf,genre_thriller,filmrank_G_rated,filmrank_PG 12,filmrank_PG 15,filmrank_X_rated,sales
그레이트 월,2017-02-15,501486,598,23094,2738003,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4355441358
스텝 업: 올 인,2014-09-03,564589,325,15372,564589,3,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4337490134
다크 섀도우,2012-05-10,582126,394,18978,1215268,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4326459000
PMC: 더 벙커,2018-12-26,492517,893,23116,492517,2,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4320591057
인시디어스4: 라스트 키,2018-01-31,554521,769,23869,558817,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4301309864
반가운 살인자,2010-04-08,590531,264,29724,590531,6,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4285830500
얼라이드,2017-01-11,518886,546,19875,518886,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4278041179
글래스,2019-01-17,466475,837,24194,1012844,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4277452982
이층의 악당,2010-11-24,596851,379,26998,903270,2,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4271750500
레터스 투 줄리엣,2010-10-06,582958,283,28683,582958,3,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4270689500
루퍼,2012-10-11,571922,386,23599,555288,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4265566000
셰이프 오브 워터: 사랑의 모양,2018-02-22,507102,404,20200,507102,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4218077050
명탐정 코난 : 침묵의 15분,2011-08-03,644652,275,12017,499714,2,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4212992000
스타 이즈 본,2018-10-09,483852,555,25781,483852,2,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4197504400
퀴즈왕,2010-09-16,573001,321,23579,628336,3,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4188846000
마이 웨이,2011-12-21,556628,588,22546,861204,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4181348000
퍼스트 어벤져,2011-07-28,514309,362,13941,389859,5,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4161976500
거울나라의 앨리스,2016-09-07,513202,515,19585,513202,3,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4145733267
다이노소어 어드벤처 3D,2013-12-19,507164,464,8994,507164,3,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4140930000
몬스터,2014-03-13,526557,527,25460,845717,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4138207515
러브 & 드럭스,2011-01-13,527077,284,14250,527077,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4125733000
헬머니,2015-03-05,522929,422,24846,522929,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4120166972
호두까기 인형과 4개의 왕국,2018-12-06,513767,294,14238,513767,3,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4120048900
고스트버스터즈,2016-08-25,515553,511,18026,515553,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4116570075
백설공주,2012-05-03,585473,386,20746,585473,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4097396000
곰돌이 푸 다시 만나 행복해,2018-10-03,492201,536,21601,2864863,3,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4093369860
아이스 에이지: 지구 대충돌,2016-07-20,553760,580,13018,553760,3,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4092484600
어바웃 타임,2013-12-05,536634,282,12323,536634,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4077030200
메리와 마녀의 꽃,2017-12-07,535331,751,21383,800649,2,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4064280239
마법사의 제자,2010-07-21,570775,300,19017,549368,1,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4057522000
발레리안: 천 개 행성의 도시,2017-08-30,511931,629,23405,511931,2,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4047756408
섀도우 헌터스: 뼈의 도시,2013-09-12,571074,374,18273,429176,3,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4034176500
변산,2018-07-04,490519,763,27504,1424759,2,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4016562273
화이트 하우스 다운,2013-06-27,569500,480,19850,965055,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4015707500
명탐정 코난: 천공의 난파선,2010-07-21,618420,235,11902,504145,3,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4002088500
인시디어스: 두번째 집,2013-12-05,577748,405,18653,1825151,3,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4001137000
파파,2012-02-01,587291,414,24767,587291,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4000072000
애나벨 집으로,2019-06-26,481766,653,16619,481766,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3993147140
사이코메트리,2013-03-07,534273,429,23487,534273,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3978495129
7년의 밤,2018-03-28,528007,872,26804,6423698,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3969337524
트리플 엑스 리턴즈,2017-02-08,475309,590,20692,564847,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3967335095
라스트 갓파더,2010-12-29,543544,493,8275,543544,3,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3953691500
언노운,2011-02-17,522794,186,14849,522794,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3953681000
가려진 시간,2016-11-16,510878,884,30404,510878,3,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3946462400
침묵,2017-11-02,494097,634,23228,494097,3,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3930219264
극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,550924,509,11765,440824,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3888539100
페르디난드,2018-01-03,533776,698,13789,648296,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3854216500
챔프,2011-09-07,534752,301,19668,4590240,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3850214500
47미터 2,2019-08-28,501934,649,24027,545989,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3846315153
애프터 어스,2013-05-30,537920,484,19867,1012844,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3831856167
동네사람들,2018-11-07,461693,731,23598,461693,2,11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3818515112
너는 펫,2011-11-10,543313,341,24395,543313,2,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3810103000
라이프,2017-04-05,459984,647,27762,459984,3,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3791748210
퍼시 잭슨과 괴물의 바다,2013-09-12,519584,409,17054,519584,3,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3791349609
해어화,2016-04-13,485695,572,32322,458502,3,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3768200759
명탐정 코난: 순흑의 악몽,2016-08-03,508869,447,7983,499714,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3766157500
소셜 네트워크,2010-11-18,509177,310,18695,476516,3,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3744100000
순수의 시대,2015-03-05,469891,546,23623,469891,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3740948828
마담 뺑덕,2014-10-02,471172,536,21636,471172,3,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3728980590
원더풀 고스트,2018-09-26,450374,351,13999,450374,3,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3720931600
너의 췌장을 먹고 싶어,2017-10-25,465265,218,16849,465265,2,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3703660800
스파이 지니어스,2020-01-22,450932,712,22244,450932,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3699691180
엔더스 게임,2013-12-31,487679,458,18384,487679,3,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3695768000
도라에몽 : 스탠 바이 미,2015-02-12,503968,432,13063,503968,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3684756429
카 2,2011-07-20,465599,379,11690,465599,2,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3681072000
그린치,2018-12-19,485064,724,10998,485064,2,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3675441950
먹고 기도하고 사랑하라,2010-09-30,500266,324,22299,500266,1,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3674965000
이웃사촌,2020-11-25,424764,1363,65450,4590240,3,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3647897960
노예 12년,2014-02-27,498043,326,19373,498043,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3644423700
그린 북,2019-01-09,434899,398,18244,434899,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3631254060
카운트다운,2011-09-29,471547,341,20958,471547,3,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3630557000
눈의 여왕 2: 트롤의 마법거울,2014-12-24,498320,479,6508,432381,2,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3623421700
슈퍼 에이트,2011-06-16,472125,411,21883,1346973,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3622888500
빅쇼트,2016-01-21,446712,489,17316,1917918,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3622652707
남자사용설명서,2013-02-14,507913,372,17238,592272,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3606654257
계춘할망,2016-05-19,482516,526,19644,1662172,2,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3600794348
카3: 새로운 도전,2017-07-13,487916,800,14906,487916,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3599544501
감쪽같은 그녀,2019-12-04,469296,761,24843,391624,2,12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3594862790
온워드: 단 하루의 기적,2020-06-17,418084,1138,45697,644344,3,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3590809620
히든 피겨스,2017-03-23,449518,448,19742,449518,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3580767033
위험한 상견례 2,2015-04-29,472693,429,18409,1135495,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3575384754
불량남녀,2010-11-04,483387,338,24441,483387,4,11,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3562190000
소리도 없이,2020-10-15,403424,1084,41127,403424,3,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3558905900
버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,402035,963,38319,402035,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3558359190
소녀괴담,2014-07-02,481696,455,19432,481696,2,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3554806054
레드,2010-11-03,482053,317,22481,742455,3,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3550436000
헌츠맨: 윈터스 워,2016-04-13,445009,557,25789,445009,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3544262706
또 하나의 약속,2014-02-06,497613,192,14847,1174004,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3533799400
"로봇, 소리",2016-01-27,476665,609,25502,476665,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3519595560
아부의 왕,2012-06-21,497880,428,22060,497880,3,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3511102500
밀레니엄 : 여자를 증오한 남자들,2012-01-11,443855,321,12005,476516,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3504237000
장난스런 키스,2019-03-27,428009,532,20458,418773,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3501463050
강철비,2017-12-14,438447,602,13598,2639183,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3494678900
원더 우먼 1984,2020-12-23,390986,2260,45347,1278193,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3490431460
조선미녀삼총사,2014-01-29,480361,388,14031,480361,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3471341321
페이스메이커,2012-01-18,467697,412,21875,467697,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3443753000
해피 데스데이 2 유,2019-02-14,412850,657,18254,232331,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3437809200
앨빈과 슈퍼밴드2,2009-12-30,511322,244,14053,511322,3,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3411479000
나를 잊지 말아요,2016-01-07,425799,559,19138,425799,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3398915000
무서운 이야기 2,2013-06-05,495522,337,18509,379411,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3393667500
클라우드 아틀라스,2013-01-09,449344,382,13627,449344,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3385615727
흥부: 글로 세상을 바꾼 자,2018-02-14,416303,627,18671,1678389,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3381050200
락아웃: 익스트림미션,2012-06-14,462176,374,22172,462176,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3373780000
킹 아서: 제왕의 검,2017-05-17,415714,588,20315,512169,2,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3373678655
명탐정 코난: 11번째 스트라이커,2012-07-19,524914,350,10687,499714,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3363777000
"협녀, 칼의 기억",2015-08-13,431310,572,16099,458502,3,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3360045489
리얼,2017-06-28,470105,970,25139,470105,1,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3357312530
세 얼간이,2011-08-18,459307,232,13197,459307,3,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3355257500
적인걸: 측천무후의 비밀,2010-10-06,459876,292,23640,459876,3,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3342474000
범블비,2018-12-25,394493,766,18199,394493,2,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3334865955
반드시 잡는다,2017-11-29,446780,565,24559,959726,2,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3326439772
닌자터틀,2014-08-28,400329,479,15188,400329,3,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3321120147
친정엄마,2010-04-22,472009,275,24994,472009,2,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3321091000
원라인,2017-03-29,435048,613,20788,435048,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3319035433
나의 소녀시대,2016-05-12,409537,201,12404,418773,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3314491150
다이버전트,2014-04-16,424045,511,21396,353353,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3297769011
명탐정 코난 : 화염의 해바라기,2015-08-05,471205,433,8877,499714,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3296031400
제미니 맨,2019-10-09,387342,845,26044,987857,1,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3295969230
캐치미,2013-12-18,480434,517,16151,480434,2,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3293262500
넛잡: 땅콩 도둑들,2014-01-29,478993,382,10817,478993,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3283691800
앨빈과 슈퍼밴드3,2011-12-15,496560,327,9584,1360205,3,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3279645000
시즌 오브 더 위치: 마녀 호송단,2011-01-13,435201,220,14539,435201,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3277434500
언스토퍼블,2010-11-10,452320,297,21495,452320,2,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3273318500
명탐정 코난:진홍의 연가,2017-08-02,450043,582,9763,499714,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3268917200
모비딕,2011-06-09,430936,377,19894,896785,3,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3264596000
무뢰한,2015-05-27,414641,482,23660,414641,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3262207431
식객2 : 김치전쟁,2010-01-28,462714,347,22753,462714,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3243969500
좋은 친구들,2014-07-10,407228,371,17831,407228,3,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3222101031
터닝메카드W: 블랙미러의 부활,2017-01-18,429933,570,14146,429933,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3215588500
겨울왕국 2,2019-11-21,378728,665,16777,5337414,2,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3214172730
익스펜더블 2,2012-09-06,444434,393,20126,444434,3,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3208867228
파라노말 액티비티,2010-01-13,438402,184,17015,398427,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3207923500
어린왕자,2015-12-23,428855,494,8384,428855,3,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3195586794
아메리칸 메이드,2017-09-14,401541,691,26356,2550424,3,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3175539145
창수,2013-11-28,429141,415,19471,429141,3,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3146542000
조선마술사,2015-12-30,403919,608,13708,1520119,2,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3143566733
극장판 공룡메카드: 타이니소어의 섬,2019-01-10,410132,763,15121,613839,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3140220420
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,102008,106,4771,102008,1,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3129974000
스머프: 비밀의 숲,2017-04-28,427764,607,10658,427764,3,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3122661000
극장판 포켓몬스터 너로 정했다!,2017-12-21,415255,626,7796,276411,2,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3117529700
언더 워터,2016-07-13,384789,518,13058,246998,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3111772391
워리어스 웨이,2010-12-01,432072,433,23127,432072,3,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3097461500
고질라: 킹 오브 몬스터,2019-05-29,359041,923,15867,359041,3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3085036318
주온 : 끝의 시작,2014-07-16,410644,394,15339,410644,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3071127231
넛잡 2,2017-10-03,411787,526,10449,411787,3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3069388100
신이 보낸 사람,2014-02-13,424258,285,12684,424258,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3068195600
러빙 빈센트,2017-11-09,384540,272,14651,384540,3,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3061456861
에베레스트,2015-09-24,332180,331,9343,332180,3,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3055119748
나인,2009-12-31,397889,336,16466,397889,2,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3046461500
랭고,2011-03-03,430001,314,15179,408764,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3043816000
판타스틱 4,2015-08-20,399667,451,16241,392032,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3029310600
섹스 앤 더 시티 2,2010-06-10,398347,233,14265,398347,3,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3022970000
사랑이 무서워,2011-03-10,402876,290,21341,402876,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3020062500
명탐정 코난 : 제로의 집행인,2018-08-08,396230,542,8770,396230,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3014920361
피터 래빗,2018-05-16,388300,599,12522,388300,3,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3006258100
노브레싱,2013-10-30,451669,584,24912,451669,3,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2991824739
익스펜더블,2010-08-19,390438,259,15798,1056097,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2973224000
보통사람,2017-03-23,383336,621,19928,460403,2,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2956397623
두 개의 달,2012-07-12,426706,347,16810,426706,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2949348748
티끌모아 로맨스,2011-11-10,423915,323,19288,423915,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2941601500
점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,375312,672,6495,713082,3,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2941541400
클로버필드 10번지,2016-04-07,357736,575,24680,357736,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2928428655
그레이의 50가지 그림자,2015-02-26,364415,512,19227,364415,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2918598796
나의 독재자,2014-10-30,385932,654,24217,1174169,2,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2906674546
브링 더 소울 : 더 무비,2019-08-07,336074,569,10199,260925,3,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2902500310
뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,391760,544,10893,661551,3,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2902090600
어쌔신 크리드,2017-01-11,355913,566,16218,355913,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2899784921
소수의견,2015-06-24,383582,398,16273,383582,3,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2892681205
오즈 그레이트 앤드 파워풀,2013-03-07,350563,425,15582,350563,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2886185000
