moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
아스트로 보이-아톰의 귀환,2010-01-13,2585585500,393433,278,15793,abroad,1,etc_distributor,2,393433,animation,6,3,G_rated,2,1
이터널 선샤인,2005-11-10,2581017592,315447,108,8891,abroad,1,etc_distributor,2,315447,romance,10,3,PG 15,0,11
예스터데이,2019-09-18,2580213100,306332,816,23340,abroad,1,major_abroad,1,306332,drama,4,2,PG 12,1,9
파라노말 액티비티 2,2010-10-21,2575677000,358453,196,13647,abroad,1,major_domestic,0,398427,fear,12,2,PG 15,0,10
런,2020-11-20,2560441600,278819,799,38957,abroad,1,etc_distributor,2,278819,fear,12,2,PG 15,0,11
패딩턴 2,2018-02-08,2555480200,339014,629,14455,abroad,1,etc_distributor,2,322058,comedy,0,3,G_rated,2,2
허스토리,2018-06-27,2521025949,336822,696,20406,domestic,0,major_domestic,0,1590719,drama,4,2,PG 12,1,6
미성년,2019-04-11,2494615950,293352,673,27314,domestic,0,major_domestic,0,293352,drama,4,3,PG 15,0,4
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,2467275080,330725,403,6607,abroad,1,major_domestic,0,440824,animation,6,3,G_rated,2,7
명탐정 코난 : 수평선상의 음모,2013-08-07,2465123000,389871,316,8196,abroad,1,major_domestic,0,504145,animation,6,2,PG 12,1,8
스폰지밥 3D,2015-02-18,2458946200,325016,357,8415,abroad,1,major_domestic,0,325016,animation,6,3,G_rated,2,2
무서운 이야기,2012-07-25,2452368566,331760,274,10268,domestic,0,major_domestic,0,561357,fear,12,3,PG 15,0,7
링컨 차를 타는 변호사,2011-06-16,2443603500,327612,241,12383,abroad,1,etc_distributor,2,327612,crime,5,3,PG 15,0,6
위대한 소원,2016-04-21,2440004213,308398,524,22769,domestic,0,major_domestic,0,297725,comedy,0,3,PG 15,0,4
아기배달부 스토크,2016-12-07,2436955700,322354,538,9388,abroad,1,major_abroad,1,322354,animation,6,3,G_rated,2,12
숲속으로,2014-12-24,2409562888,317406,356,7709,abroad,1,major_abroad,1,1223870,fantasy,3,3,G_rated,2,12
레드카펫,2014-10-23,2405669580,316953,385,17696,domestic,0,etc_distributor,2,316953,romance,10,2,PG 15,0,10
스포트라이트,2016-02-24,2402036255,299878,320,13482,abroad,1,etc_distributor,2,299878,drama,4,3,PG 15,0,2
잭 라이언 : 코드네임 쉐도우,2014-01-16,2395391500,327589,419,12908,abroad,1,major_domestic,0,961906,action,2,3,PG 12,1,1
선 오브 갓,2014-04-10,2393896300,329252,419,15313,abroad,1,etc_distributor,2,329252,drama,4,3,PG 12,1,4
미녀와 야수,2014-06-18,2393617300,316332,387,15414,abroad,1,major_domestic,0,1476866,fantasy,3,3,G_rated,2,6
덕구,2018-04-05,2389041700,315663,544,19006,domestic,0,etc_distributor,2,315663,drama,4,2,G_rated,2,4
킬러스,2010-09-02,2386700000,322888,282,17930,abroad,1,major_domestic,0,322888,action,2,2,PG 15,0,9
맨발의 꿈,2010-06-24,2372787500,331945,332,17790,domestic,0,major_domestic,0,2060633,drama,4,2,G_rated,2,6
파이널 데스티네이션5,2011-09-08,2370348500,257193,168,9325,abroad,1,major_abroad,1,1167945,fear,12,3,X_rated,3,9
남영동1985,2012-11-22,2358477601,332597,310,15679,domestic,0,etc_distributor,2,2087528,drama,4,2,PG 15,0,11
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,2357563000,351742,306,7013,abroad,1,major_domestic,0,351742,animation,6,3,G_rated,2,5
해리포터와 마법사의 돌,2001-12-13,2349913000,267950,33,3929,abroad,1,major_abroad,1,932025,fantasy,3,3,G_rated,2,12
뮨: 달의 요정,2015-09-24,2333203700,319384,365,6895,abroad,1,etc_distributor,2,319384,animation,6,3,G_rated,2,9
기방도령,2019-07-10,2330230190,287053,625,16652,domestic,0,etc_distributor,2,297725,comedy,0,3,PG 15,0,7
모털 엔진,2018-12-05,2324362119,267896,661,15454,abroad,1,major_abroad,1,267896,action,2,3,PG 12,1,12
포인트 브레이크,2016-01-07,2323707051,294320,409,12111,abroad,1,etc_distributor,2,294320,action,2,3,PG 15,0,1
마이 블랙 미니드레스,2011-03-24,2318884500,313953,325,20166,domestic,0,major_domestic,0,391624,drama,4,3,PG 15,0,3
배심원들,2019-05-15,2306806090,288579,784,20271,domestic,0,etc_distributor,2,288579,drama,4,2,PG 12,1,5
세상에서 가장 아름다운 이별,2011-04-20,2296840000,316990,340,17456,domestic,0,major_domestic,0,1590719,drama,4,3,PG 15,0,4
늑대아이,2012-09-13,2296193261,332702,226,10768,abroad,1,etc_distributor,2,332702,animation,6,3,G_rated,2,9
런 올 나이트,2015-03-19,2293671495,289534,411,15865,abroad,1,major_abroad,1,287798,action,2,3,X_rated,3,3
커뮤터,2018-01-24,2286690955,286062,575,16145,abroad,1,etc_distributor,2,287798,action,2,2,PG 15,0,1
원스 어폰 어 타임... 인 할리우드,2019-09-25,2269807670,277319,678,15147,abroad,1,etc_distributor,2,268731,drama,4,3,X_rated,3,9
혼숨,2016-10-26,2258422445,288016,498,14510,domestic,0,etc_distributor,2,288016,fear,12,2,PG 15,0,10
악질경찰,2019-03-20,2256615278,262233,833,22785,domestic,0,major_abroad,1,2347992,drama,4,3,X_rated,3,3
음치 클리닉,2012-11-29,2248238000,338168,360,16243,domestic,0,major_domestic,0,1135495,romance,10,2,PG 12,1,11
미나문방구,2013-05-16,2247017000,334323,385,16653,domestic,0,major_domestic,0,334323,drama,4,2,G_rated,2,5
비행기 2: 소방구조대,2014-08-13,2246970700,311456,341,6562,abroad,1,major_abroad,1,311456,animation,6,3,G_rated,2,8
도리화가,2015-11-25,2246950339,317505,563,19168,domestic,0,major_domestic,0,955734,drama,4,3,PG 12,1,11
패딩턴,2015-01-07,2246438729,305102,408,9738,abroad,1,major_domestic,0,322058,comedy,0,3,G_rated,2,1
대한민국 1%,2010-05-05,2244690500,440372,286,20352,domestic,0,major_domestic,0,440372,drama,4,3,PG 12,1,5
검우강호,2010-10-14,2242810500,312283,344,20571,abroad,1,etc_distributor,2,312283,action,2,3,PG 15,0,10
"러브, 로지",2014-12-10,2223782646,292177,379,11935,abroad,1,major_domestic,0,292177,romance,10,2,PG 15,0,12
구스범스,2016-01-14,2221639712,297356,515,13477,abroad,1,major_abroad,1,297356,fantasy,3,3,PG 12,1,1
차이니즈 조디악,2013-02-27,2211711500,315305,300,13432,abroad,1,major_domestic,0,315305,adventure,8,2,PG 12,1,2
후드,2018-11-28,2203434149,284601,628,14338,abroad,1,etc_distributor,2,284601,adventure,8,3,PG 12,1,11
천로역정: 천국을 찾아서,2019-06-13,2202838010,296588,381,8329,abroad,1,etc_distributor,2,296588,animation,6,2,G_rated,2,6
오즈의 마법사: 돌아온 도로시,2015-02-12,2176416000,298482,330,7787,abroad,1,etc_distributor,2,298482,animation,6,3,G_rated,2,2
프랑켄슈타인: 불멸의 영웅,2014-02-06,2175466123,299205,378,12113,abroad,1,major_domestic,0,299205,action,2,3,PG 12,1,2
인서전트,2015-03-25,2158449889,282662,480,18214,abroad,1,major_domestic,0,353353,sf,7,3,PG 15,0,3
로렉스,2012-05-03,2153198000,298780,463,7843,abroad,1,major_abroad,1,1311466,animation,6,3,G_rated,2,5
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2148708050,277206,489,5329,abroad,1,major_domestic,0,277206,animation,6,3,G_rated,2,12
내가 죽던 날,2020-11-12,2135396020,233112,909,29390,domestic,0,major_abroad,1,233112,drama,4,3,PG 12,1,11
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2125772200,292495,380,8917,abroad,1,etc_distributor,2,292495,animation,6,3,G_rated,2,2
헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,2122205602,269510,297,10624,abroad,1,major_domestic,0,586342,action,2,3,X_rated,3,2
기묘한 가족,2019-02-13,2121514275,263598,625,15314,domestic,0,etc_distributor,2,263598,comedy,0,3,PG 12,1,2
주먹왕 랄프,2012-12-19,2116917500,301436,286,7086,abroad,1,major_abroad,1,1027905,animation,6,3,G_rated,2,12
신데렐라:마법 반지의 비밀,2019-02-20,2114475240,284922,575,9977,abroad,1,etc_distributor,2,284922,animation,6,3,G_rated,2,2
다이노 타임,2015-04-30,2108596800,284900,430,6713,domestic,0,major_domestic,0,284900,animation,6,3,G_rated,2,4
이스케이프 플랜,2013-12-05,2106938679,292892,287,10331,abroad,1,etc_distributor,2,292892,action,2,1,X_rated,3,12
바울,2018-10-31,2100137400,267785,227,8455,abroad,1,etc_distributor,2,267785,drama,4,2,PG 15,0,10
친구와 연인사이,2011-02-10,2099697500,267843,183,9010,abroad,1,major_domestic,0,267843,comedy,0,2,X_rated,3,2
함정,2015-09-10,2090877200,257990,445,10899,domestic,0,etc_distributor,2,257990,thriller,11,3,X_rated,3,9
투모로우랜드,2015-05-27,2083283000,265810,435,14640,abroad,1,major_abroad,1,1944199,adventure,8,3,PG 12,1,5
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,2080468500,320409,406,8363,abroad,1,major_domestic,0,276411,animation,6,1,G_rated,2,1
뮬란,2020-09-17,2079737620,236247,1420,38703,abroad,1,major_abroad,1,236247,adventure,8,1,PG 12,1,9
울프맨,2010-02-11,2062933500,265409,263,13920,abroad,1,major_abroad,1,389859,fear,12,3,X_rated,3,2
라스트 크리스마스,2019-12-05,2058391130,249323,623,14580,abroad,1,major_abroad,1,249323,romance,10,2,PG 12,1,12
스파이 브릿지,2015-11-05,2049608478,264872,425,12434,abroad,1,etc_distributor,2,1107519,drama,4,3,PG 12,1,11
상하이,2011-01-27,2039939000,269157,223,13005,abroad,1,major_domestic,0,269157,comedy,0,3,PG 12,1,1
베스트 키드,2010-06-10,2031914500,287278,252,13464,abroad,1,etc_distributor,2,429176,action,2,2,PG 12,1,6
개를 훔치는 완벽한 방법,2014-12-31,2019629065,263300,199,8008,domestic,0,etc_distributor,2,379411,drama,4,3,G_rated,2,12
백 투 더 비기닝,2015-02-26,2018287400,266610,423,13839,abroad,1,major_domestic,0,266610,sf,7,3,PG 15,0,2
빌리와 용감한 녀석들 2,2013-02-21,2006325000,306837,289,7410,abroad,1,etc_distributor,2,306837,animation,6,3,G_rated,2,2
프레데터스,2010-08-26,1991492500,276536,231,14168,abroad,1,etc_distributor,2,276536,sf,7,2,PG 15,0,8
모모와 다락방의 수상한 요괴들,2012-07-05,1988264000,300174,253,7084,abroad,1,etc_distributor,2,300174,animation,6,2,G_rated,2,7
빌리와 용감한 녀석들 3D,2012-08-08,1961802000,299628,241,7176,abroad,1,etc_distributor,2,448385,animation,6,3,G_rated,2,8
카우보이 & 에이리언,2011-08-11,1930249000,256346,269,8244,abroad,1,major_domestic,0,3141537,action,2,3,PG 15,0,8
롤러코스터,2013-10-17,1913087600,270148,374,14726,domestic,0,major_domestic,0,612913,comedy,0,2,PG 15,0,10
위대한 쇼맨,2017-12-20,1897251570,306419,598,31915,abroad,1,major_abroad,1,306419,drama,4,3,PG 12,1,12
장고:분노의 추적자,2013-03-21,1883634000,260144,342,11792,abroad,1,major_abroad,1,268731,drama,4,3,X_rated,3,3
프리즌 이스케이프,2020-05-06,1848297600,217056,547,29305,abroad,1,etc_distributor,2,217056,adventure,8,2,PG 12,1,5
눈의 여왕,2013-02-07,1846221000,276913,316,6528,abroad,1,major_domestic,0,172036,animation,6,3,G_rated,2,2
줄리아의 눈,2011-03-31,1827252000,236365,232,15411,abroad,1,etc_distributor,2,236365,mystery,9,3,X_rated,3,3
메리 포핀스 리턴즈,2019-02-14,1816281960,224160,573,11128,abroad,1,major_abroad,1,1223870,fantasy,3,3,G_rated,2,2
파이스토리 : 악당상어 소탕작전,2013-01-10,1808263000,267440,298,7483,abroad,1,etc_distributor,2,267440,animation,6,2,G_rated,2,1
밤의 여왕,2013-10-17,1762892500,252475,333,13286,domestic,0,etc_distributor,2,252475,romance,10,2,PG 15,0,10
월 스트리트: 머니 네버 슬립스,2010-10-21,1760899000,241438,288,14013,abroad,1,etc_distributor,2,241438,drama,4,3,PG 12,1,10
신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1757416340,222234,539,8629,domestic,0,major_domestic,0,222234,animation,6,3,G_rated,2,12
사랑은 너무 복잡해,2010-03-11,1741752000,234083,180,12117,abroad,1,major_abroad,1,1922323,comedy,0,6,X_rated,3,3
극장판 도라에몽: 진구의 인어대해전,2010-07-28,1741701000,260701,140,5639,abroad,1,major_domestic,0,260701,animation,6,3,G_rated,2,7
적과의 동침,2011-04-27,1740340000,243094,391,14069,domestic,0,major_domestic,0,243094,thriller,11,2,X_rated,3,4
명탐정 코난: 감청의 권,2019-07-24,1740310530,219078,602,8790,abroad,1,major_domestic,0,219078,animation,6,3,PG 12,1,7
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,1729310500,261757,237,3524,abroad,1,major_domestic,0,276411,animation,6,3,G_rated,2,12
조제,2020-12-10,1673427570,186647,1179,38291,domestic,0,major_abroad,1,186647,animation,6,2,PG 12,1,12
사라진 시간,2020-06-18,1652522580,185802,874,20790,domestic,0,etc_distributor,2,185802,mystery,9,3,PG 15,0,6
마마,2011-06-01,1642407500,243209,269,12667,domestic,0,major_domestic,0,243209,drama,4,3,PG 15,0,6
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,1631689000,234093,139,4502,abroad,1,etc_distributor,2,276411,animation,6,2,G_rated,2,12
검객,2020-09-23,1619781870,190237,832,21595,domestic,0,etc_distributor,2,190237,action,2,3,PG 15,0,9
기생충,2019-05-30,1576539450,227870,456,13536,domestic,0,major_domestic,0,4788931,drama,4,3,PG 15,0,5
밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,1544025340,182026,882,27363,abroad,1,etc_distributor,2,182026,drama,4,3,PG 15,0,7
포드 V 페라리,2019-12-04,1474949540,162730,204,6867,abroad,1,major_abroad,1,619031,action,2,2,PG 12,1,12
"울지마, 톤즈",2010-09-09,1439624500,260998,73,8039,domestic,0,etc_distributor,2,260998,etc,1,2,G_rated,2,9
인셉션,2010-07-21,1380782440,163630,241,11000,abroad,1,major_abroad,1,3583005,action,2,3,PG 12,1,7
미스터트롯: 더 무비,2020-10-22,1288696100,150090,449,15980,domestic,0,etc_distributor,2,150090,etc,1,3,G_rated,2,10
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1281250750,329560,275,5943,abroad,1,major_domestic,0,276411,animation,6,3,G_rated,2,12
타오르는 여인의 초상,2020-01-16,1251474838,148644,156,7626,abroad,1,etc_distributor,2,148644,drama,4,3,PG 15,0,1
나이브스 아웃,2019-12-04,1225050880,147395,163,6812,abroad,1,etc_distributor,2,555288,mystery,9,3,PG 12,1,12
알라딘,2019-05-23,1205410680,171494,549,15752,abroad,1,major_abroad,1,512169,adventure,8,3,G_rated,2,5
트롤: 월드 투어,2020-04-29,1170580320,152589,344,15459,abroad,1,major_abroad,1,152589,animation,6,2,G_rated,2,4
브레이크 더 사일런스: 더 무비,2020-09-24,1160249000,131693,205,10604,domestic,0,etc_distributor,2,260925,etc,1,3,G_rated,2,9
다크 워터스,2020-03-11,1101919740,127902,575,21739,abroad,1,etc_distributor,2,223629,drama,4,3,PG 12,1,3
애니멀 크래커,2020-08-05,1028859740,129688,473,7473,abroad,1,etc_distributor,2,129688,animation,6,3,G_rated,2,8
언힌지드,2020-10-07,1018720190,118570,676,19770,abroad,1,etc_distributor,2,118570,thriller,11,3,X_rated,3,10
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,1004751550,123329,661,13299,abroad,1,major_domestic,0,123329,animation,6,3,G_rated,2,8
21 브릿지: 테러 셧다운,2020-01-01,978201230,127616,228,7686,abroad,1,etc_distributor,2,127616,crime,5,3,PG 15,0,1
조조 래빗,2020-02-05,965388200,112136,277,9147,abroad,1,major_abroad,1,2482957,comedy,0,3,PG 12,1,2
언더워터,2020-05-27,937112800,109207,594,18257,abroad,1,major_abroad,1,246998,thriller,11,3,PG 15,0,5
패왕별희 디 오리지널,2017-03-30,926248060,102205,409,11661,abroad,1,etc_distributor,2,102205,drama,4,3,PG 15,0,3
디바,2020-09-23,901717350,108122,831,18923,domestic,0,etc_distributor,2,108122,thriller,11,2,PG 15,0,9
기기괴괴 성형수,2020-09-09,873204560,103426,276,13517,domestic,0,etc_distributor,2,103426,fear,12,3,PG 15,0,9
죽지않는 인간들의 밤,2020-09-29,852639440,104034,570,12667,domestic,0,etc_distributor,2,528858,comedy,0,3,PG 15,0,9
라라랜드,2016-12-07,828981420,140437,387,17953,abroad,1,etc_distributor,2,286379,drama,4,2,PG 12,1,12
레이니 데이 인 뉴욕,2020-05-06,786619700,88768,563,16054,abroad,1,etc_distributor,2,221924,romance,10,3,PG 15,0,5
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,780549310,97392,591,7752,abroad,1,etc_distributor,2,276411,animation,6,2,G_rated,2,9
저 산 너머,2020-04-30,772685300,103534,468,13037,domestic,0,etc_distributor,2,103534,drama,4,3,PG 12,1,4
주디,2020-03-25,760720060,92466,479,17214,abroad,1,etc_distributor,2,92466,drama,4,1,PG 12,1,3
나의 청춘은 너의 것,2020-04-29,718942500,84847,533,12270,abroad,1,etc_distributor,2,84847,romance,10,2,PG 12,1,4
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,696241320,76787,149,5615,abroad,1,etc_distributor,2,76787,animation,6,2,PG 15,0,10
에어로너츠,2020-06-10,691318500,79903,534,11550,abroad,1,etc_distributor,2,79903,drama,4,2,PG 12,1,6
소리꾼,2020-07-01,670872680,82600,573,13997,domestic,0,etc_distributor,2,1834886,drama,4,3,PG 12,1,7
엽문4: 더 파이널,2020-04-01,630556300,72886,206,10386,abroad,1,etc_distributor,2,72886,action,2,3,PG 12,1,4
소년시절의 너,2020-07-09,622230500,73541,252,8074,abroad,1,etc_distributor,2,73541,romance,10,2,PG 15,0,7
극장판 미니특공대: 공룡왕 디노,2020-02-06,620860720,79772,485,6333,domestic,0,etc_distributor,2,79772,animation,6,3,G_rated,2,2
더 플랫폼,2020-05-13,604615000,66038,228,9706,abroad,1,etc_distributor,2,66038,sf,7,1,X_rated,3,5
호텔 레이크,2020-04-29,598748200,71324,465,9682,domestic,0,etc_distributor,2,71324,fear,12,3,PG 15,0,4
빅샤크3: 젤리몬스터 대소동,2020-07-29,562559660,72912,400,5259,abroad,1,etc_distributor,2,72912,animation,6,2,G_rated,2,7
카페 벨에포크,2020-05-20,550495880,66078,463,10688,abroad,1,etc_distributor,2,66078,comedy,0,3,PG 15,0,5
뉴 뮤턴트,2020-09-10,546115880,61897,817,15048,abroad,1,major_abroad,1,405521,action,2,3,PG 15,0,9
해리포터와 아즈카반의 죄수,2004-07-16,529704500,58349,47,3414,abroad,1,major_abroad,1,1626521,fantasy,3,3,G_rated,2,7
프린스 코기,2019-12-24,498854680,71207,242,2179,abroad,1,etc_distributor,2,725482,animation,6,3,G_rated,2,12
마이 스파이,2020-04-29,482594500,56282,240,7466,abroad,1,etc_distributor,2,56282,action,2,2,PG 12,1,4
나의 첫 번째 슈퍼스타,2020-06-10,474367360,53748,462,8832,abroad,1,major_abroad,1,53748,comedy,0,2,PG 12,1,6
위플래쉬,2015-03-12,473128620,53336,482,8264,abroad,1,major_domestic,0,286379,drama,4,2,PG 15,0,3
극장판 바이올렛 에버가든,2020-11-12,467986490,55030,131,5063,abroad,1,etc_distributor,2,55030,animation,6,2,G_rated,2,11
더 프린세스 : 도둑맞은 공주,2020-08-12,457449660,55828,423,4192,abroad,1,etc_distributor,2,55828,animation,6,3,G_rated,2,8
프리키 데스데이,2020-11-25,451225690,51812,631,12882,abroad,1,major_abroad,1,232331,comedy,0,2,PG 15,0,11
날씨의 아이,2019-10-30,444956180,58968,194,5921,abroad,1,etc_distributor,2,1848288,animation,6,3,PG 15,0,10
눈의 여왕4,2019-12-24,444649620,67159,271,2239,abroad,1,major_domestic,0,172036,animation,6,3,G_rated,2,12
다크 나이트,2008-08-06,407193640,51681,378,4445,abroad,1,major_abroad,1,3583005,action,2,3,PG 15,0,8
