영화명,개봉일,매출액,관객수,스크린수,상영횟수,국적,배급사
앨빈과 슈퍼밴드: 악동 어드벤처,2016.2.4,2125772200.0,"292,495",380,"8,917",미국,이십세기폭스코리아(주)
헨젤과 그레텔: 마녀 사냥꾼 3D,2013.2.14,2122205602.0,"269,510",297,"10,624","미국,영국",(주)씨제이이엔엠
기묘한 가족,2019.2.13,2121514275.0,"263,598",625,"15,314",한국,메가박스중앙(주)플러스엠
주먹왕 랄프,2012.12.19,2116917500.0,"301,436",286,"7,086",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
신데렐라:마법 반지의 비밀,2019.2.20,2114475240.0,"284,922",575,"9,977",미국,예지림엔터테인먼트
다이노 타임,2015.4.30,2108596800.0,"284,900",430,"6,713","한국,미국",(주)씨제이이엔엠
이스케이프 플랜,2013.12.5,2106938679.0,"292,892",287,"10,331",미국,판씨네마(주)
바울,2018.10.31,2100137400.0,"267,785",227,"8,455",미국,(재)CBS
친구와 연인사이,2011.2.10,2099697500.0,"267,843",183,"9,010",미국,CJ ENM
함정,2015.9.10,2090877200.0,"257,990",445,"10,899",한국,(주)인벤트스톤
투모로우랜드,2015.5.27,2083283000.0,"265,810",435,"14,640",미국,월트디즈니컴퍼니코리아(주)
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014.1.9,2080468500.0,"320,409",406,"8,363",일본,(주)씨제이이엔엠
뮬란,2020.9.17,2079737620.0,"236,247","1,420","38,703",미국,월트디즈니컴퍼니코리아 유한책임회사
울프맨,2010.2.11,2062933500.0,"265,409",263,"13,920",미국,유니버설픽쳐스인터내셔널 코리아(유)
라스트 크리스마스,2019.12.5,2058391130.0,"249,323",623,"14,580",미국,유니버설픽쳐스인터내셔널 코리아(유)
스파이 브릿지,2015.11.5,2049608478.0,"264,872",425,"12,434",미국,이십세기폭스코리아(주)
상하이,2011.1.27,2039939000.0,"269,157",223,"13,005",미국,(주)넥스트엔터테인먼트월드(NEW)
베스트 키드,2010.6.10,2031914500.0,"287,278",252,"13,464",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
개를 훔치는 완벽한 방법,2014.12.31,2019629065.0,"263,300",199,"8,008",한국,"(주)리틀빅픽쳐스,(주)대명문화공장"
백 투 더 비기닝,2015.2.26,2018287400.0,"266,610",423,"13,839",미국,롯데쇼핑㈜롯데엔터테인먼트
빌리와 용감한 녀석들 2,2013.2.21,2006325000.0,"306,837",289,"7,410",인도,(주)에스비에스콘텐츠허브
프레데터스,2010.8.26,1991492500.0,"276,536",231,"14,168",미국,이십세기폭스코리아(주)
모모와 다락방의 수상한 요괴들,2012.7.5,1988264000.0,"300,174",253,"7,084",일본,타임스토리그룹(주)
빌리와 용감한 녀석들 3D,2012.8.8,1961802000.0,"299,628",241,"7,176",독일,(주)에스비에스콘텐츠허브
카우보이 & 에이리언,2011.8.11,1930249000.0,"256,346",269,"8,244",미국,(주)씨제이이엔엠
롤러코스터,2013.10.17,1913087600.0,"270,148",374,"14,726",한국,(주)씨제이이엔엠
위대한 쇼맨,2017.12.20,1897251570.0,"306,419",598,"31,915",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
장고:분노의 추적자,2013.3.21,1883634000.0,"260,144",342,"11,792",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
프리즌 이스케이프,2020.5.6,1848297600.0,"217,056",547,"29,305","영국,호주",(주)이놀미디어
눈의 여왕,2013.2.7,1846221000.0,"276,913",316,"6,528",러시아,(주)넥스트엔터테인먼트월드(NEW)
줄리아의 눈,2011.3.31,1827252000.0,"236,365",232,"15,411",스페인,씨너스엔터테인먼트(주)
메리 포핀스 리턴즈,2019.2.14,1816281960.0,"224,160",573,"11,128",미국,월트디즈니컴퍼니코리아 유한책임회사
파이스토리 : 악당상어 소탕작전,2013.1.10,1808263000.0,"267,440",298,"7,483","미국,한국",(주)에스비에스콘텐츠허브
밤의 여왕,2013.10.17,1762892500.0,"252,475",333,"13,286",한국,(주)인벤트스톤
월 스트리트: 머니 네버 슬립스,2010.10.21,1760899000.0,"241,438",288,"14,013",미국,이십세기폭스코리아(주)
신비아파트 극장판 하늘도깨비 대 요르문간드,2019.12.19,1757416340.0,"222,234",539,"8,629",한국,(주)씨제이이엔엠
사랑은 너무 복잡해,2010.3.11,1741752000.0,"234,083",180,"12,117",미국,유니버설픽쳐스인터내셔널 코리아(유)
극장판 도라에몽: 진구의 인어대해전,2010.7.28,1741701000.0,"260,701",140,"5,639",일본,CJ ENM
적과의 동침,2011.4.27,1740340000.0,"243,094",391,"14,069",한국,(주)쇼박스
명탐정 코난: 감청의 권,2019.7.24,1740310530.0,"219,078",602,"8,790",일본,(주)씨제이이엔엠
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011.12.22,1729310500.0,"261,757",237,"3,524",일본,(주)씨제이이엔엠
조제,2020.12.10,1673427570.0,"186,647","1,179","38,291",한국,워너브러더스 코리아(주)
사라진 시간,2020.6.18,1652522580.0,"185,802",874,"20,790",한국,(주)에이스메이커무비웍스
마마,2011.6.1,1642407500.0,"243,209",269,"12,667",한국,롯데쇼핑㈜롯데엔터테인먼트
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010.12.23,1631689000.0,"234,093",139,"4,502",일본,씨제이 씨지브이(CJ CGV)(주)
검객,2020.9.23,1619781870.0,"190,237",832,"21,595",한국,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운"
기생충,2019.5.30,1576539450.0,"227,870",456,"13,536",한국,(주)씨제이이엔엠
밤쉘: 세상을 바꾼 폭탄선언,2020.7.8,1544025340.0,"182,026",882,"27,363","미국,캐나다",(주)홈초이스
포드 V 페라리,2019.12.4,1474949540.0,"162,730",204,"6,867",미국,월트디즈니컴퍼니코리아 유한책임회사
"울지마, 톤즈",2010.9.9,1439624500.0,"260,998",73,"8,039",한국,주식회사 마운틴픽쳐스
인셉션,2010.7.21,1380782440.0,"163,630",241,"11,000",미국,"(주)디스테이션,워너브러더스 코리아(주)"
미스터트롯: 더 무비,2020.10.22,1288696100.0,"150,090",449,"15,980",한국,(주)영화사 그램
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012.12.19,1281250750.0,"329,560",275,"5,943",일본,(주)씨제이이엔엠
타오르는 여인의 초상,2020.1.16,1251474838.0,"148,644",156,"7,626",프랑스,"그린나래미디어(주),(주)홈초이스"
나이브스 아웃,2019.12.4,1225050880.0,"147,395",163,"6,812",미국,(주)올스타엔터테인먼트
알라딘,2019.5.23,1205410680.0,"171,494",549,"15,752",미국,월트디즈니컴퍼니코리아 유한책임회사
트롤: 월드 투어,2020.4.29,1170580320.0,"152,589",344,"15,459",미국,유니버설픽쳐스인터내셔널 코리아(유)
브레이크 더 사일런스: 더 무비,2020.9.24,1160249000.0,"131,693",205,"10,604",한국,CGV ICECON
다크 워터스,2020.3.11,1101919740.0,"127,902",575,"21,739",미국,(주)이수C&E
애니멀 크래커,2020.8.5,1028859740.0,"129,688",473,"7,473",미국,(주)이수C&E
언힌지드,2020.10.7,1018720190.0,"118,570",676,"19,770",미국,"(주)누리픽쳐스,(주)영화특별시에스엠씨"
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020.8.20,1004751550.0,"123,329",661,"13,299",일본,(주)씨제이이엔엠
21 브릿지: 테러 셧다운,2020.1.1,978201230.0,"127,616",228,"7,686",미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
조조 래빗,2020.2.5,965388200.0,"112,136",277,"9,147",미국,월트디즈니컴퍼니코리아 유한책임회사
언더워터,2020.5.27,937112800.0,"109,207",594,"18,257",미국,월트디즈니컴퍼니코리아 유한책임회사
수퍼 소닉,2020.2.12,932457150.0,"118,725",609,"11,143",미국,롯데컬처웍스(주)롯데엔터테인먼트
패왕별희 디 오리지널,2017.3.30,926248060.0,"102,205",409,"11,661",중국,"(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트"
디바,2020.9.23,901717350.0,"108,122",831,"18,923",한국,메가박스중앙(주)플러스엠
기기괴괴 성형수,2020.9.9,873204560.0,"103,426",276,"13,517",한국,(주)트리플픽쳐스
죽지않는 인간들의 밤,2020.9.29,852639440.0,"104,034",570,"12,667",한국,TCO(주)더콘텐츠온
라라랜드,2016.12.7,828981420.0,"140,437",387,"17,953",미국,판씨네마(주)
레이니 데이 인 뉴욕,2020.5.6,786619700.0,"88,768",563,"16,054",미국,"그린나래미디어(주),(주)버킷스튜디오"
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020.9.30,780549310.0,"97,392",591,"7,752",일본,(주)이수C&E
저 산 너머,2020.4.30,772685300.0,"103,534",468,"13,037",한국,(주)리틀빅픽쳐스
주디,2020.3.25,760720060.0,"92,466",479,"17,214",영국,TCO(주)더콘텐츠온
나의 청춘은 너의 것,2020.4.29,718942500.0,"84,847",533,"12,270",대만,"오드,(주)홈초이스"
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020.10.22,696241320.0,"76,787",149,"5,615",일본,(주)애니플러스
에어로너츠,2020.6.10,691318500.0,"79,903",534,"11,550","영국,미국",(주)홈초이스
소리꾼,2020.7.1,670872680.0,"82,600",573,"13,997",한국,(주)리틀빅픽쳐스
젠틀맨,2020.2.26,665658710.0,"81,482",586,"14,748",미국,"(주)영화사 빅,(주)다날엔터테인먼트"
엽문4: 더 파이널,2020.4.1,630556300.0,"72,886",206,"10,386",홍콩,(주)키다리이엔티
소년시절의 너,2020.7.9,622230500.0,"73,541",252,"8,074",중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
극장판 미니특공대: 공룡왕 디노,2020.2.6,620860720.0,"79,772",485,"6,333",한국,(주)리틀빅픽쳐스
더 플랫폼,2020.5.13,604615000.0,"66,038",228,"9,706",스페인,(주)홈초이스
호텔 레이크,2020.4.29,598748200.0,"71,324",465,"9,682",한국,(주)스마일이엔티
빅샤크3: 젤리몬스터 대소동,2020.7.29,562559660.0,"72,912",400,"5,259",중국,(주)팝엔터테인먼트
카페 벨에포크,2020.5.20,550495880.0,"66,078",463,"10,688",프랑스,(주)이수C&E
뉴 뮤턴트,2020.9.10,546115880.0,"61,897",817,"15,048",미국,월트디즈니컴퍼니코리아 유한책임회사
해리포터와 아즈카반의 죄수,2004.7.16,529704500.0,"58,349",47,"3,414",미국,워너브러더스 코리아(주)
프린스 코기,2019.12.24,498854680.0,"71,207",242,"2,179",벨기에,(주)이수C&E
마이 스파이,2020.4.29,482594500.0,"56,282",240,"7,466",미국,(주)이수C&E
나의 첫 번째 슈퍼스타,2020.6.10,474367360.0,"53,748",462,"8,832",미국,유니버설픽쳐스인터내셔널 코리아(유)
위플래쉬,2015.3.12,473128620.0,"53,336",482,"8,264",미국,"워터홀컴퍼니(주),(주)쇼박스"
극장판 바이올렛 에버가든,2020.11.12,467986490.0,"55,030",131,"5,063",일본,(주)라이크콘텐츠
극장판 미니특공대: 햄버거괴물의 습격,2020.9.30,465849080.0,"57,857",414,"5,084",한국,(주)리틀빅픽쳐스
더 프린세스 : 도둑맞은 공주,2020.8.12,457449660.0,"55,828",423,"4,192",우크라이나,(주)팝엔터테인먼트
프리키 데스데이,2020.11.25,451225690.0,"51,812",631,"12,882",미국,유니버설픽쳐스인터내셔널 코리아(유)
날씨의 아이,2019.10.30,444956180.0,"58,968",194,"5,921",일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)"
눈의 여왕4,2019.12.24,444649620.0,"67,159",271,"2,239",러시아,(주)넥스트엔터테인먼트월드(NEW)
다크 나이트,2008.8.6,407193640.0,"51,681",378,"4,445",미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
